time_Season,time_DayTime,
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Winter,H24_6
Winter,H6_12
Winter,H12_18
Winter,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Fall,H24_6
Fall,H6_12
Fall,H12_18
Fall,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Summer,H24_6
Summer,H6_12
Summer,H12_18
Summer,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
Spring,H24_6
Spring,H6_12
Spring,H12_18
Spring,H18_24
