account_district_id,account_frequency,account_date,
47,POPLATEK MESICNE,1993-03-28
22,POPLATEK MESICNE,1996-11-16
64,POPLATEK MESICNE,1997-03-11
36,POPLATEK MESICNE,1996-10-29
48,POPLATEK PO OBRATU,1993-12-03
16,POPLATEK MESICNE,1994-10-19
37,POPLATEK PO OBRATU,1994-12-20
64,POPLATEK MESICNE,1996-01-12
8,POPLATEK MESICNE,1995-02-18
1,POPLATEK MESICNE,1994-03-05
1,POPLATEK TYDNE,1996-06-20
72,POPLATEK MESICNE,1993-11-08
1,POPLATEK MESICNE,1995-08-13
52,POPLATEK MESICNE,1996-05-16
63,POPLATEK MESICNE,1996-11-19
74,POPLATEK MESICNE,1993-07-07
3,POPLATEK MESICNE,1996-11-29
43,POPLATEK MESICNE,1995-09-27
74,POPLATEK MESICNE,1996-07-18
26,POPLATEK MESICNE,1994-05-03
26,POPLATEK MESICNE,1993-04-16
44,POPLATEK PO OBRATU,1995-12-25
68,POPLATEK MESICNE,1997-03-23
54,POPLATEK MESICNE,1993-03-07
31,POPLATEK MESICNE,1996-07-03
68,POPLATEK MESICNE,1997-09-25
1,POPLATEK MESICNE,1994-07-13
17,POPLATEK MESICNE,1996-11-06
2,POPLATEK MESICNE,1996-06-12
1,POPLATEK MESICNE,1995-03-30
68,POPLATEK MESICNE,1993-02-18
74,POPLATEK MESICNE,1996-05-05
55,POPLATEK MESICNE,1997-05-02
1,POPLATEK MESICNE,1995-06-27
41,POPLATEK MESICNE,1993-12-28
35,POPLATEK MESICNE,1996-04-16
11,POPLATEK MESICNE,1993-10-16
44,POPLATEK MESICNE,1996-03-10
37,POPLATEK MESICNE,1993-04-15
21,POPLATEK MESICNE,1997-07-10
63,POPLATEK MESICNE,1994-11-27
64,POPLATEK MESICNE,1993-11-05
53,POPLATEK MESICNE,1995-03-10
53,POPLATEK MESICNE,1997-04-20
36,POPLATEK MESICNE,1996-07-17
6,POPLATEK MESICNE,1993-03-12
55,POPLATEK MESICNE,1996-07-22
60,POPLATEK MESICNE,1997-03-14
68,POPLATEK MESICNE,1993-03-19
8,POPLATEK MESICNE,1996-03-21
31,POPLATEK MESICNE,1993-09-05
68,POPLATEK MESICNE,1997-09-18
27,POPLATEK MESICNE,1993-05-25
65,POPLATEK TYDNE,1995-06-16
55,POPLATEK MESICNE,1997-10-11
31,POPLATEK MESICNE,1996-10-30
21,POPLATEK MESICNE,1993-03-13
55,POPLATEK MESICNE,1997-12-28
2,POPLATEK PO OBRATU,1996-09-07
5,POPLATEK MESICNE,1993-10-23
29,POPLATEK MESICNE,1994-02-02
2,POPLATEK MESICNE,1993-02-19
74,POPLATEK MESICNE,1997-10-01
54,POPLATEK MESICNE,1997-02-12
52,POPLATEK MESICNE,1995-06-13
40,POPLATEK PO OBRATU,1996-05-11
64,POPLATEK TYDNE,1997-10-11
34,POPLATEK MESICNE,1997-12-10
75,POPLATEK MESICNE,1993-06-15
74,POPLATEK MESICNE,1996-05-14
70,POPLATEK MESICNE,1996-07-19
22,POPLATEK MESICNE,1995-09-19
38,POPLATEK TYDNE,1997-05-15
24,POPLATEK MESICNE,1996-06-25
38,POPLATEK MESICNE,1996-03-06
51,POPLATEK MESICNE,1993-02-15
21,POPLATEK MESICNE,1996-11-27
10,POPLATEK TYDNE,1997-04-03
31,POPLATEK MESICNE,1996-01-03
4,POPLATEK MESICNE,1993-09-02
8,POPLATEK MESICNE,1993-06-21
43,POPLATEK MESICNE,1997-11-16
73,POPLATEK MESICNE,1995-03-16
76,POPLATEK MESICNE,1993-09-06
1,POPLATEK MESICNE,1996-04-12
77,POPLATEK MESICNE,1993-09-19
46,POPLATEK MESICNE,1994-06-21
58,POPLATEK MESICNE,1995-11-07
64,POPLATEK MESICNE,1997-10-22
11,POPLATEK MESICNE,1997-03-28
37,POPLATEK MESICNE,1995-03-15
70,POPLATEK MESICNE,1997-02-11
23,POPLATEK MESICNE,1993-09-04
28,POPLATEK MESICNE,1994-07-04
60,POPLATEK MESICNE,1993-08-25
30,POPLATEK MESICNE,1993-01-27
60,POPLATEK MESICNE,1996-09-13
25,POPLATEK MESICNE,1993-06-01
17,POPLATEK MESICNE,1996-08-20
29,POPLATEK TYDNE,1996-02-26
31,POPLATEK MESICNE,1993-04-27
4,POPLATEK MESICNE,1995-09-28
59,POPLATEK MESICNE,1996-07-02
46,POPLATEK MESICNE,1996-06-08
13,POPLATEK MESICNE,1993-08-30
66,POPLATEK MESICNE,1993-11-26
52,POPLATEK MESICNE,1996-09-04
71,POPLATEK TYDNE,1996-08-12
1,POPLATEK MESICNE,1997-09-26
59,POPLATEK MESICNE,1997-09-06
1,POPLATEK TYDNE,1997-09-22
55,POPLATEK TYDNE,1993-12-14
21,POPLATEK MESICNE,1996-06-11
47,POPLATEK MESICNE,1996-08-24
43,POPLATEK MESICNE,1993-12-12
77,POPLATEK MESICNE,1996-02-21
32,POPLATEK MESICNE,1997-07-04
1,POPLATEK TYDNE,1993-07-29
5,POPLATEK MESICNE,1993-03-28
54,POPLATEK MESICNE,1993-04-20
76,POPLATEK MESICNE,1997-04-16
74,POPLATEK MESICNE,1995-03-02
41,POPLATEK MESICNE,1997-03-17
55,POPLATEK MESICNE,1993-01-08
69,POPLATEK MESICNE,1996-12-22
44,POPLATEK MESICNE,1996-08-01
70,POPLATEK MESICNE,1997-02-27
4,POPLATEK MESICNE,1993-11-14
1,POPLATEK MESICNE,1993-02-25
70,POPLATEK MESICNE,1993-10-25
70,POPLATEK MESICNE,1996-10-26
17,POPLATEK MESICNE,1994-07-03
63,POPLATEK MESICNE,1994-11-02
67,POPLATEK MESICNE,1996-01-13
1,POPLATEK MESICNE,1997-10-08
61,POPLATEK MESICNE,1995-04-08
2,POPLATEK MESICNE,1993-07-25
54,POPLATEK MESICNE,1996-03-27
37,POPLATEK MESICNE,1996-11-24
48,POPLATEK MESICNE,1996-03-17
28,POPLATEK MESICNE,1997-07-19
27,POPLATEK TYDNE,1993-01-20
73,POPLATEK MESICNE,1995-08-29
22,POPLATEK MESICNE,1997-03-09
31,POPLATEK MESICNE,1997-11-25
38,POPLATEK MESICNE,1994-05-16
77,POPLATEK MESICNE,1995-01-20
68,POPLATEK MESICNE,1996-02-06
28,POPLATEK MESICNE,1995-09-06
72,POPLATEK MESICNE,1993-04-09
19,POPLATEK MESICNE,1996-10-30
37,POPLATEK MESICNE,1993-03-15
39,POPLATEK MESICNE,1995-06-13
15,POPLATEK MESICNE,1996-10-27
1,POPLATEK MESICNE,1993-07-28
70,POPLATEK MESICNE,1997-02-23
27,POPLATEK MESICNE,1995-03-28
5,POPLATEK MESICNE,1993-09-28
1,POPLATEK MESICNE,1997-06-07
1,POPLATEK MESICNE,1996-02-26
22,POPLATEK MESICNE,1995-04-03
45,POPLATEK MESICNE,1997-11-29
73,POPLATEK MESICNE,1993-07-15
41,POPLATEK MESICNE,1993-10-06
72,POPLATEK MESICNE,1996-03-16
50,POPLATEK MESICNE,1994-03-25
6,POPLATEK MESICNE,1993-08-15
69,POPLATEK TYDNE,1993-03-01
72,POPLATEK MESICNE,1997-04-28
15,POPLATEK MESICNE,1996-09-29
69,POPLATEK MESICNE,1996-08-29
55,POPLATEK TYDNE,1993-11-06
24,POPLATEK MESICNE,1993-02-08
65,POPLATEK MESICNE,1993-11-25
65,POPLATEK MESICNE,1997-12-20
1,POPLATEK MESICNE,1995-04-02
28,POPLATEK MESICNE,1996-12-03
56,POPLATEK MESICNE,1997-05-10
74,POPLATEK MESICNE,1996-04-06
19,POPLATEK MESICNE,1996-12-26
46,POPLATEK MESICNE,1995-12-05
68,POPLATEK MESICNE,1996-11-03
37,POPLATEK MESICNE,1995-05-14
11,POPLATEK MESICNE,1995-11-05
64,POPLATEK MESICNE,1997-07-09
2,POPLATEK MESICNE,1993-10-28
24,POPLATEK MESICNE,1995-10-14
54,POPLATEK MESICNE,1996-10-07
75,POPLATEK MESICNE,1996-01-27
64,POPLATEK TYDNE,1997-01-03
15,POPLATEK MESICNE,1996-02-09
19,POPLATEK MESICNE,1996-07-05
47,POPLATEK MESICNE,1994-05-11
38,POPLATEK MESICNE,1995-04-26
3,POPLATEK MESICNE,1996-05-29
3,POPLATEK MESICNE,1996-08-30
27,POPLATEK MESICNE,1995-01-23
1,POPLATEK MESICNE,1996-08-13
11,POPLATEK MESICNE,1996-10-23
24,POPLATEK PO OBRATU,1993-07-11
76,POPLATEK MESICNE,1993-08-20
29,POPLATEK MESICNE,1996-01-02
38,POPLATEK MESICNE,1997-12-08
32,POPLATEK PO OBRATU,1994-05-01
73,POPLATEK MESICNE,1996-04-08
39,POPLATEK MESICNE,1993-04-14
25,POPLATEK MESICNE,1993-01-23
1,POPLATEK MESICNE,1996-10-27
69,POPLATEK MESICNE,1997-05-12
44,POPLATEK MESICNE,1996-04-18
54,POPLATEK MESICNE,1997-07-18
17,POPLATEK MESICNE,1995-05-08
71,POPLATEK MESICNE,1996-03-27
16,POPLATEK MESICNE,1993-10-27
25,POPLATEK MESICNE,1995-03-18
1,POPLATEK MESICNE,1994-03-17
56,POPLATEK MESICNE,1993-12-02
7,POPLATEK MESICNE,1997-06-08
49,POPLATEK MESICNE,1997-02-26
1,POPLATEK MESICNE,1997-05-04
7,POPLATEK MESICNE,1997-01-05
66,POPLATEK MESICNE,1997-11-23
49,POPLATEK MESICNE,1996-02-14
74,POPLATEK MESICNE,1996-09-08
35,POPLATEK MESICNE,1997-12-02
77,POPLATEK MESICNE,1993-04-05
1,POPLATEK MESICNE,1993-06-23
60,POPLATEK MESICNE,1995-09-10
7,POPLATEK MESICNE,1996-05-09
71,POPLATEK MESICNE,1996-07-25
4,POPLATEK MESICNE,1997-03-20
34,POPLATEK MESICNE,1996-10-18
16,POPLATEK MESICNE,1993-06-08
26,POPLATEK MESICNE,1997-08-07
61,POPLATEK MESICNE,1995-10-16
14,POPLATEK MESICNE,1997-04-25
50,POPLATEK MESICNE,1997-08-08
41,POPLATEK MESICNE,1996-01-03
73,POPLATEK MESICNE,1996-07-06
15,POPLATEK PO OBRATU,1996-01-26
45,POPLATEK MESICNE,1997-12-08
62,POPLATEK MESICNE,1997-05-08
76,POPLATEK MESICNE,1993-03-10
36,POPLATEK MESICNE,1994-09-16
47,POPLATEK TYDNE,1995-10-17
47,POPLATEK MESICNE,1997-01-23
47,POPLATEK MESICNE,1993-11-11
1,POPLATEK MESICNE,1993-02-20
52,POPLATEK MESICNE,1997-02-23
1,POPLATEK MESICNE,1996-08-23
75,POPLATEK MESICNE,1996-10-06
61,POPLATEK MESICNE,1997-08-06
54,POPLATEK MESICNE,1993-06-02
1,POPLATEK MESICNE,1997-09-18
3,POPLATEK MESICNE,1996-10-19
42,POPLATEK MESICNE,1996-11-24
65,POPLATEK MESICNE,1995-10-02
36,POPLATEK MESICNE,1996-01-12
73,POPLATEK MESICNE,1996-12-23
1,POPLATEK MESICNE,1993-05-24
74,POPLATEK MESICNE,1996-01-20
62,POPLATEK MESICNE,1995-10-16
17,POPLATEK MESICNE,1995-11-25
49,POPLATEK MESICNE,1995-11-18
46,POPLATEK TYDNE,1996-09-11
1,POPLATEK MESICNE,1993-11-03
28,POPLATEK MESICNE,1996-11-19
64,POPLATEK MESICNE,1996-10-13
18,POPLATEK MESICNE,1994-04-26
54,POPLATEK MESICNE,1993-12-01
5,POPLATEK MESICNE,1993-11-20
37,POPLATEK MESICNE,1993-01-11
65,POPLATEK MESICNE,1993-12-13
25,POPLATEK MESICNE,1995-11-15
72,POPLATEK MESICNE,1997-06-08
47,POPLATEK MESICNE,1996-10-13
50,POPLATEK MESICNE,1997-02-17
39,POPLATEK MESICNE,1994-07-04
24,POPLATEK MESICNE,1995-08-30
59,POPLATEK MESICNE,1993-10-28
62,POPLATEK TYDNE,1996-02-01
70,POPLATEK MESICNE,1996-03-12
20,POPLATEK MESICNE,1996-03-10
12,POPLATEK MESICNE,1993-12-09
11,POPLATEK MESICNE,1994-12-11
32,POPLATEK MESICNE,1996-05-14
51,POPLATEK MESICNE,1993-02-27
15,POPLATEK MESICNE,1993-04-04
1,POPLATEK MESICNE,1994-05-06
1,POPLATEK MESICNE,1997-01-20
74,POPLATEK MESICNE,1993-12-12
1,POPLATEK MESICNE,1996-10-23
23,POPLATEK MESICNE,1997-05-09
77,POPLATEK MESICNE,1993-07-06
25,POPLATEK MESICNE,1994-02-18
12,POPLATEK MESICNE,1996-08-02
55,POPLATEK MESICNE,1995-09-10
67,POPLATEK MESICNE,1996-06-20
38,POPLATEK MESICNE,1993-01-09
68,POPLATEK MESICNE,1996-06-07
25,POPLATEK MESICNE,1995-03-05
70,POPLATEK MESICNE,1994-08-19
68,POPLATEK MESICNE,1996-07-22
32,POPLATEK MESICNE,1996-05-18
68,POPLATEK MESICNE,1993-07-04
14,POPLATEK MESICNE,1996-08-16
38,POPLATEK MESICNE,1997-05-15
24,POPLATEK TYDNE,1997-09-14
5,POPLATEK MESICNE,1993-04-07
1,POPLATEK MESICNE,1997-08-11
72,POPLATEK MESICNE,1997-09-19
59,POPLATEK MESICNE,1995-02-11
30,POPLATEK MESICNE,1993-08-28
44,POPLATEK MESICNE,1996-02-16
36,POPLATEK MESICNE,1993-12-11
1,POPLATEK MESICNE,1996-07-14
46,POPLATEK MESICNE,1995-02-04
1,POPLATEK MESICNE,1993-03-12
21,POPLATEK MESICNE,1993-03-08
11,POPLATEK MESICNE,1993-10-26
69,POPLATEK MESICNE,1997-10-24
1,POPLATEK MESICNE,1996-08-27
28,POPLATEK MESICNE,1993-07-17
32,POPLATEK MESICNE,1993-01-18
68,POPLATEK MESICNE,1997-09-14
1,POPLATEK MESICNE,1993-07-29
41,POPLATEK MESICNE,1995-04-28
55,POPLATEK MESICNE,1997-03-13
63,POPLATEK MESICNE,1996-09-03
72,POPLATEK TYDNE,1997-04-18
41,POPLATEK MESICNE,1993-07-21
1,POPLATEK MESICNE,1996-06-11
49,POPLATEK MESICNE,1996-10-15
70,POPLATEK MESICNE,1993-02-05
74,POPLATEK MESICNE,1996-01-21
18,POPLATEK MESICNE,1996-07-09
1,POPLATEK MESICNE,1996-01-29
25,POPLATEK MESICNE,1993-03-03
6,POPLATEK MESICNE,1996-08-11
73,POPLATEK MESICNE,1996-01-27
36,POPLATEK MESICNE,1995-08-27
13,POPLATEK MESICNE,1993-10-25
75,POPLATEK MESICNE,1995-08-26
75,POPLATEK MESICNE,1997-11-27
53,POPLATEK TYDNE,1994-08-29
12,POPLATEK MESICNE,1993-03-28
12,POPLATEK MESICNE,1997-02-17
9,POPLATEK MESICNE,1993-03-19
1,POPLATEK MESICNE,1993-11-29
8,POPLATEK MESICNE,1994-07-24
1,POPLATEK MESICNE,1993-02-27
63,POPLATEK MESICNE,1995-09-03
54,POPLATEK MESICNE,1995-09-02
18,POPLATEK MESICNE,1996-11-05
46,POPLATEK MESICNE,1993-06-16
20,POPLATEK MESICNE,1993-06-12
1,POPLATEK MESICNE,1996-12-24
38,POPLATEK MESICNE,1993-01-08
30,POPLATEK MESICNE,1996-08-07
43,POPLATEK MESICNE,1993-12-03
37,POPLATEK MESICNE,1997-06-23
69,POPLATEK MESICNE,1996-04-15
29,POPLATEK MESICNE,1996-12-22
27,POPLATEK TYDNE,1993-12-17
54,POPLATEK MESICNE,1997-03-30
64,POPLATEK MESICNE,1993-01-28
26,POPLATEK MESICNE,1996-05-09
63,POPLATEK TYDNE,1993-07-29
50,POPLATEK MESICNE,1993-06-15
5,POPLATEK MESICNE,1996-08-14
19,POPLATEK MESICNE,1994-11-22
59,POPLATEK MESICNE,1996-05-28
11,POPLATEK MESICNE,1994-05-05
63,POPLATEK MESICNE,1995-11-29
75,POPLATEK MESICNE,1997-04-24
7,POPLATEK MESICNE,1995-05-07
54,POPLATEK MESICNE,1995-04-23
49,POPLATEK MESICNE,1993-01-21
7,POPLATEK MESICNE,1995-06-16
47,POPLATEK MESICNE,1993-01-21
1,POPLATEK MESICNE,1994-04-18
30,POPLATEK MESICNE,1993-02-18
29,POPLATEK MESICNE,1993-11-10
51,POPLATEK MESICNE,1995-05-08
43,POPLATEK MESICNE,1997-05-28
32,POPLATEK MESICNE,1993-02-04
71,POPLATEK MESICNE,1996-02-18
74,POPLATEK MESICNE,1993-09-24
49,POPLATEK MESICNE,1996-03-19
72,POPLATEK MESICNE,1997-07-14
64,POPLATEK MESICNE,1994-03-23
47,POPLATEK MESICNE,1995-06-07
8,POPLATEK MESICNE,1996-10-11
73,POPLATEK MESICNE,1996-10-20
61,POPLATEK MESICNE,1995-12-06
3,POPLATEK MESICNE,1997-05-11
69,POPLATEK MESICNE,1997-04-11
1,POPLATEK MESICNE,1993-01-25
58,POPLATEK MESICNE,1994-07-16
1,POPLATEK MESICNE,1995-11-05
23,POPLATEK MESICNE,1997-01-21
72,POPLATEK MESICNE,1996-04-23
70,POPLATEK MESICNE,1997-07-15
1,POPLATEK MESICNE,1995-01-20
6,POPLATEK PO OBRATU,1993-01-04
33,POPLATEK MESICNE,1995-11-21
40,POPLATEK MESICNE,1995-11-14
25,POPLATEK MESICNE,1996-06-20
16,POPLATEK MESICNE,1993-05-17
45,POPLATEK MESICNE,1995-05-23
44,POPLATEK MESICNE,1996-05-12
5,POPLATEK MESICNE,1993-10-10
26,POPLATEK MESICNE,1994-04-05
60,POPLATEK MESICNE,1993-03-11
69,POPLATEK MESICNE,1993-02-26
55,POPLATEK MESICNE,1993-04-15
1,POPLATEK MESICNE,1993-11-21
56,POPLATEK MESICNE,1996-04-27
13,POPLATEK MESICNE,1995-10-21
1,POPLATEK MESICNE,1997-10-13
1,POPLATEK MESICNE,1996-08-08
73,POPLATEK MESICNE,1993-04-21
64,POPLATEK MESICNE,1996-12-16
67,POPLATEK MESICNE,1996-07-08
52,POPLATEK MESICNE,1996-06-17
74,POPLATEK MESICNE,1996-11-19
36,POPLATEK MESICNE,1997-08-14
1,POPLATEK TYDNE,1993-06-02
14,POPLATEK MESICNE,1996-11-10
68,POPLATEK MESICNE,1997-01-14
58,POPLATEK MESICNE,1996-11-21
70,POPLATEK MESICNE,1996-03-30
57,POPLATEK MESICNE,1995-02-09
6,POPLATEK MESICNE,1996-02-08
76,POPLATEK MESICNE,1993-09-22
74,POPLATEK MESICNE,1994-09-09
24,POPLATEK MESICNE,1993-11-12
60,POPLATEK MESICNE,1993-11-04
9,POPLATEK MESICNE,1995-10-08
17,POPLATEK MESICNE,1995-12-20
1,POPLATEK MESICNE,1993-08-11
61,POPLATEK MESICNE,1994-05-03
70,POPLATEK MESICNE,1996-03-20
67,POPLATEK MESICNE,1996-07-16
17,POPLATEK MESICNE,1996-12-30
39,POPLATEK MESICNE,1997-08-18
54,POPLATEK MESICNE,1996-11-19
31,POPLATEK MESICNE,1995-08-18
26,POPLATEK MESICNE,1995-09-02
40,POPLATEK MESICNE,1995-05-07
1,POPLATEK MESICNE,1997-05-26
35,POPLATEK MESICNE,1994-05-24
14,POPLATEK MESICNE,1996-10-13
34,POPLATEK MESICNE,1997-01-08
70,POPLATEK MESICNE,1994-06-07
13,POPLATEK PO OBRATU,1993-02-16
75,POPLATEK MESICNE,1993-10-16
61,POPLATEK MESICNE,1993-08-12
1,POPLATEK MESICNE,1993-11-01
64,POPLATEK MESICNE,1994-05-03
32,POPLATEK MESICNE,1995-05-15
54,POPLATEK MESICNE,1993-11-24
8,POPLATEK MESICNE,1996-11-23
24,POPLATEK MESICNE,1997-07-27
16,POPLATEK MESICNE,1994-06-07
5,POPLATEK MESICNE,1996-11-27
24,POPLATEK MESICNE,1997-10-17
77,POPLATEK MESICNE,1993-05-07
14,POPLATEK MESICNE,1993-08-20
26,POPLATEK MESICNE,1995-06-06
26,POPLATEK MESICNE,1996-01-26
24,POPLATEK MESICNE,1993-05-15
12,POPLATEK MESICNE,1997-06-26
1,POPLATEK MESICNE,1995-11-26
10,POPLATEK MESICNE,1996-06-15
46,POPLATEK MESICNE,1993-03-05
36,POPLATEK MESICNE,1995-08-20
11,POPLATEK MESICNE,1996-12-12
50,POPLATEK MESICNE,1993-02-25
53,POPLATEK MESICNE,1993-07-27
5,POPLATEK MESICNE,1997-12-23
39,POPLATEK MESICNE,1995-11-25
8,POPLATEK MESICNE,1997-11-13
15,POPLATEK MESICNE,1996-06-19
18,POPLATEK MESICNE,1995-03-28
76,POPLATEK MESICNE,1996-10-01
3,POPLATEK MESICNE,1996-11-14
72,POPLATEK MESICNE,1996-07-16
32,POPLATEK MESICNE,1994-03-27
1,POPLATEK TYDNE,1996-07-11
70,POPLATEK MESICNE,1993-07-30
38,POPLATEK MESICNE,1994-04-26
55,POPLATEK MESICNE,1993-01-01
29,POPLATEK MESICNE,1994-09-20
28,POPLATEK TYDNE,1997-03-21
1,POPLATEK MESICNE,1997-12-16
75,POPLATEK MESICNE,1996-05-20
26,POPLATEK MESICNE,1996-10-13
12,POPLATEK MESICNE,1994-08-05
31,POPLATEK MESICNE,1996-07-14
4,POPLATEK MESICNE,1997-09-04
54,POPLATEK MESICNE,1995-03-16
19,POPLATEK MESICNE,1996-06-21
66,POPLATEK MESICNE,1993-03-14
1,POPLATEK MESICNE,1997-04-26
50,POPLATEK MESICNE,1996-02-24
1,POPLATEK MESICNE,1997-08-12
23,POPLATEK MESICNE,1996-12-27
48,POPLATEK MESICNE,1996-07-16
54,POPLATEK MESICNE,1994-12-09
20,POPLATEK MESICNE,1996-12-21
31,POPLATEK MESICNE,1994-10-13
41,POPLATEK MESICNE,1993-12-05
1,POPLATEK MESICNE,1997-02-08
54,POPLATEK MESICNE,1996-12-04
46,POPLATEK MESICNE,1997-03-13
29,POPLATEK MESICNE,1993-08-04
43,POPLATEK MESICNE,1995-10-27
62,POPLATEK MESICNE,1996-06-11
12,POPLATEK MESICNE,1993-11-26
65,POPLATEK MESICNE,1997-02-04
75,POPLATEK MESICNE,1997-11-04
16,POPLATEK MESICNE,1995-02-17
32,POPLATEK MESICNE,1995-03-27
63,POPLATEK MESICNE,1994-05-15
74,POPLATEK MESICNE,1994-08-11
46,POPLATEK MESICNE,1997-07-21
1,POPLATEK MESICNE,1996-05-27
74,POPLATEK PO OBRATU,1996-08-10
25,POPLATEK MESICNE,1997-06-07
72,POPLATEK MESICNE,1996-04-09
43,POPLATEK MESICNE,1993-10-14
74,POPLATEK MESICNE,1996-08-23
1,POPLATEK MESICNE,1996-10-02
1,POPLATEK TYDNE,1995-09-09
26,POPLATEK MESICNE,1996-02-18
52,POPLATEK MESICNE,1996-06-01
24,POPLATEK MESICNE,1997-06-22
1,POPLATEK MESICNE,1993-03-24
70,POPLATEK MESICNE,1993-10-11
70,POPLATEK MESICNE,1995-07-12
72,POPLATEK MESICNE,1993-11-11
63,POPLATEK MESICNE,1993-02-05
72,POPLATEK MESICNE,1994-01-03
31,POPLATEK MESICNE,1994-07-25
71,POPLATEK MESICNE,1993-06-29
68,POPLATEK MESICNE,1996-03-25
29,POPLATEK MESICNE,1996-05-14
57,POPLATEK MESICNE,1995-12-06
21,POPLATEK MESICNE,1994-08-21
75,POPLATEK MESICNE,1997-04-24
49,POPLATEK MESICNE,1996-08-27
65,POPLATEK MESICNE,1995-06-28
1,POPLATEK MESICNE,1997-11-03
32,POPLATEK MESICNE,1993-06-02
40,POPLATEK MESICNE,1997-06-22
64,POPLATEK MESICNE,1997-10-28
4,POPLATEK MESICNE,1997-11-06
70,POPLATEK MESICNE,1997-08-21
51,POPLATEK MESICNE,1996-01-06
1,POPLATEK MESICNE,1997-04-28
13,POPLATEK MESICNE,1993-11-09
69,POPLATEK TYDNE,1994-05-17
3,POPLATEK MESICNE,1995-01-28
72,POPLATEK MESICNE,1993-11-28
21,POPLATEK MESICNE,1993-01-05
27,POPLATEK MESICNE,1997-08-19
63,POPLATEK MESICNE,1994-10-16
53,POPLATEK MESICNE,1993-03-24
3,POPLATEK MESICNE,1996-08-18
47,POPLATEK MESICNE,1993-08-08
4,POPLATEK MESICNE,1996-01-10
63,POPLATEK MESICNE,1996-12-14
68,POPLATEK MESICNE,1996-01-20
21,POPLATEK MESICNE,1994-07-18
1,POPLATEK MESICNE,1996-12-08
8,POPLATEK MESICNE,1995-09-03
27,POPLATEK MESICNE,1996-03-15
35,POPLATEK MESICNE,1996-06-07
60,POPLATEK MESICNE,1997-10-29
53,POPLATEK MESICNE,1997-06-23
31,POPLATEK MESICNE,1997-12-08
49,POPLATEK MESICNE,1995-09-02
58,POPLATEK MESICNE,1995-08-03
39,POPLATEK MESICNE,1995-09-22
70,POPLATEK MESICNE,1997-09-13
17,POPLATEK MESICNE,1993-10-08
22,POPLATEK MESICNE,1997-07-12
17,POPLATEK MESICNE,1997-07-18
54,POPLATEK MESICNE,1997-06-08
74,POPLATEK MESICNE,1996-07-22
49,POPLATEK MESICNE,1996-05-12
37,POPLATEK TYDNE,1995-01-04
41,POPLATEK MESICNE,1993-04-04
27,POPLATEK MESICNE,1996-06-02
74,POPLATEK MESICNE,1993-11-25
1,POPLATEK MESICNE,1996-04-24
10,POPLATEK MESICNE,1996-07-11
24,POPLATEK MESICNE,1996-02-21
69,POPLATEK MESICNE,1996-10-02
2,POPLATEK MESICNE,1994-06-06
67,POPLATEK MESICNE,1996-09-04
5,POPLATEK MESICNE,1996-04-21
54,POPLATEK MESICNE,1997-11-09
28,POPLATEK MESICNE,1993-02-23
71,POPLATEK MESICNE,1996-09-29
